reference,title,closed_at,cves,risks,summary,first_revision,affected_systems
CERTFR-2024-ALE-002,[MàJ] Multiples Vulnérabilités dans GitLab,2024-02-22,CVE-2024-0402; CVE-2023-7028,Contournement de la politique de sécurité; Exécution de code arbitraire à distance,"\[Mise à jour du 29 janvier 2024\]


Le 25 janvier 2024, l'éditeur a publié un avis de sécurité concernant
plusieurs vulnérabilités affectant GitLab CE et EE.

La vulnérabilité CVE20240402 est considérée critique avec un score
CVSSv3 de 9,9. Elle permet à un attaquant authentifié d'écrire des
fichiers à un emplacement arbitraire.

\[Publication initiale\]

Le 11 janvier 2024, l'éditeur a publié un avis de sécurité concernant
plusieurs vulnérabilités affectant GitLab CE et EE.

La plus critique est la vulnérabilité CVE20237028. Elle permet à un
attaquant non authentifié d'envoyer un courriel de réinitialisation de
mot de passe de n'importe quel utilisateur à une adresse arbitraire.
L'attaquant peut ainsi, par le biais d'une simple requête HTTP POST,
prendre le contrôle d'un compte dont il connaitrait le courriel.

Le score CVSSv3 de la vulnérabilité CVE20237028 est de 10 (sur 10).
Son exploitation est triviale et le CERTFR anticipe la publication de
codes d'exploitations publics dans les heures à venir.

L'éditeur recommande de vérifier:

   dans le journal d'activité ""gitlabrails/productionjson.log"", la
    présence de requêtes HTTP, sur le chemin ""/users/password"",
    contenant plusieurs adresses courriel;
   dans le journal d'activité ""gitlabrails/auditjson.log"", la
    présence d'identifiants correspondant à ""PasswordsControllercreate""
    avec des ""targetdetails"" composé d'un tableau comprenant plusieurs
    adresses courriel.

Le CERTFR recommande donc d'appliquer les c",2024-01-12T01:00:00.000000,
CERTFR-2024-ALE-003,[MàJ] Incident affectant les solutions AnyDesk,2024-04-15,Aucune,Prise de contrôle à distance par un acteur malveillant; Atteinte à la confidentialité des données,"\[Mise à jour du 27 février 2024\]


Le 29 janvier 2024 l'ANSSI a été alertée par le BSI que l'éditeur
AnyDesk Software GmbH a été victime d'une fuite de données. Le code
source des applications développées par l'éditeur ainsi que des
certificats et clés privées pourraient avoir été dérobés. De plus, l’éditeur indique que deux de ses
serveurs relais situés en Europe ont également été affectés par cet
incident.

L'éditeur est spécialisé dans le développement de solutions logicielles
de bureau à distance utilisables pour l'assistance à distance des
utilisateurs, l'administration de serveurs, le télétravail ou encore le
rebond vers des ressources internes d'entreprise non accessibles
publiquement. Les solutions AnyDesk couvrent un large spectre de
systèmes d'exploitation : Linux, Windows, MacOS, Android, iOS, AppleTV,
etc.

Selon l'entreprise, les données exfiltrées pourraient potentiellement
être réutilisées dans le cadre d'attaques ultérieures visant les
utilisateurs des solutions AnyDesk. Selon l'éditeur ces attaques sont
susceptibles de :

   Viser à affaiblir la sécurité de l'infrastructure de communication
    entre utilisateurs AnyDesk, par exemple au travers d'attaques de
    type homme du milieu/attaque de l'intercepteur (Meddler in the
    Middle/Man in the Middle) ;
   Viser à altérer les logiciels publiés par l'entreprise ou identifiés
    comme produits par l'entreprise.

Le CERTFR ne peut pas confirmer, à ce stade, la vraisemblance ou la
complexité de mise en œuvre",2024-02-05T01:00:00.000000,
CERTFR-2024-ALE-004,[MàJ] Vulnérabilité dans Fortinet FortiOS,2024-07-01,CVE-2024-21762,Exécution de code arbitraire à distance,"\[Mise à jour du 19 mars 2024\] Le CERTFR a
connaissance de codes d'exploitation publics et de nouvelles tentatives
d'exploitation.  


Le 8 février 2024, Fortinet a publié l'avis de sécurité
concernant la vulnérabilité critique CVE202421762 affectant le VPN SSL
de FortiOS. Cette vulnérabilité permet à un
attaquant non authentifié de provoquer une exécution de code arbitraire
à distance.  


\[Mise à jour
du 15 février 2024\] Une mise à jour du bulletin éditeur du 8 février
indique que FortiProxy est aussi affecté par cette vulnérabilité.

La CISA a connaissance d’exploitation de cette
vulnérabilité par des attaquants \[1\]. Le CERTFR recommande
donc fortement d'appliquer le correctif dans les plus brefs
délais.",2024-02-09T01:00:00.000000,Fortinet N/A – FortiProxy 1.1 toutes versions | Fortinet N/A – FortiOS versions 7.4.x antérieures à 7.4.3 | Fortinet N/A – FortiProxy versions 7.2.x antérieures à 7.2.9 | Fortinet N/A – FortiOS versions 6.4.x antérieures à 6.4.15 | Fortinet N/A – FortiProxy versions 2.0.x antérieures à 2.0.14 | Fortinet N/A – FortiProxy 1.0 toutes versions | Fortinet N/A – FortiOS versions 6.2.x antérieures à 6.2.16 | Fortinet N/A – FortiProxy versions 7.4.x antérieures à 7.4.3 | Fortinet N/A – FortiProxy versions 7.0.x antérieures à 7.0.15 | Fortinet N/A – FortiProxy 1.2 toutes versions | Fortinet N/A – FortiOS versions 7.0.x antérieures à 7.0.14 | Fortinet N/A – FortiOS versions 7.2.x antérieures à 7.2.7 | Fortinet N/A – FortiOS 6.0 toutes versions
CERTFR-2024-ALE-005,[MàJ] Vulnérabilité dans Microsoft Outlook,2024-04-15,CVE-2024-21413,Atteinte à la confidentialité des données; Exécution de code arbitraire à distance,"\[Mise à jour du 15 mars 2024\] Ajout de
précision concernant les défiréponses NTLM

\[Mise à jour du 22 février 2024\] Ajout de
recommandations et de précisions sur le fonctionnement de la
vulnérabilité.

La vulnérabilité CVE202421413 permet à un attaquant de contourner les
mesures de sécurité de la suite Office, dont la solution de messagerie
Outlook. Plus précisément, son exploitation permet de contourner
certaines mesures de sécurité de la suite Office qui empêchent l'accès à
une ressource externe sans validation de l'utilisateur.

Ainsi, en utilisant un lien malveillant dans un courriel, un attaquant
est en mesure :

   d'obtenir la réponse à un défiréponse lié à l'authentification de
    l'utilisateur, par exemple via le protocole SMB. Ce défiréponse
    dépend de la configuration système et est communément au format
    NTLMv2. Ce comportement combiné à une attaque de type ""relais NTLM""
    permettrait à un attaque de réaliser une coercition
    d'authentification.
   si la cible du lien est un document Office, de provoquer l'ouverture
    du document sans que le mode protégé de Microsoft Office ne soit
    activé, permettant in fine une exécution de code arbitraire à
    distance.

\[Publication initiale\]

Le 13 février 2024, Microsoft a publié un correctif pour la
vulnérabilité CVE202421413 affectant le
produit Outlook pour Windows.  
Elle permet à un attaquant non authentifié de divulguer le condensat
NTLM (new technology LAN manager) local et potentiellement
une e",2024-02-15T01:00:00.000000,Microsoft Office – Microsoft Office LTSC 2021 | Microsoft Office – Microsoft Office 2019 | Microsoft Office – Microsoft Office 2016 | Microsoft N/A – Microsoft 365 Apps
CERTFR-2024-ALE-006,[MàJ] Vulnérabilité dans Palo Alto Networks GlobalProtect,2024-07-01,CVE-2024-3400,Exécution de code arbitraire à distance,"\[Mise à jour du 10 mai 2024\]
Le CERTFR est intervenu pour le traitement d'une compromission
par rançongiciel au sein d'une entité française. Dans le cadre de cette
attaque, la vulnérabilité a été exploitée pour ensuite réaliser une
latéralisation dans le système d'information de la victime et déployer
le rançongiciel.

Par ailleurs, l'éditeur recommande l'ouverture d'un dossier de support
et l'exécution d'une version
améliorée de la remise en état d'usine (enhanced factory reset)
\[6\] dans le cas où un équipement n'aurait pas été mis à jour avant le
25 avril 2024 ou si l'éventualité d'une compromission persistante ne
peut pas être écartée après investigation.

 

\[Mise à jour du 26 avril 2024\]


Note importante : Si un
équipement a déjà été compromis, l'application du correctif de sécurité
ne suffit pas. Si des investigations n'ont pas été réalisées, elles doivent être faites
pour s'assurer que l'équipement n'a pas été compromis avant sa mise à
jour. En effet, dans ce cas, une remise en état d'usine sera requis.

\[Mise à
jour du 25 avril 2024\] 

Le CERTFR a pris connaissance de cas
d'exploitation de cette vulnérabilité par des acteurs
rançongiciels.

Par ailleurs, les mesures de remédiation
ont fait l'objet d'une clarification : la remise en état d'usine
(factory reset) est fortement recommandée dans tous les cas, sauf
contreordre explicite de l’éditeur.

 

\[Mise à
jour du 19 avril 2024\] Ajout de mesures de remédiation  


 Détection de la compromission

Il est reco",2024-04-12T02:00:00.000000,"Palo Alto Networks N/A – PAN-OS 10.2.x antérieures à 10.2.0-h3, 10.2.1-h2, 10.2.2-h5, 10.2.3-h13, 10.2.4-h16, 10.2.5-h6, 10.2.6-h3, 10.2.7-h8, 10.2.8-h3 et 10.2.9-h1 | Palo Alto Networks N/A – PAN-OS 11.0.x versions antérieures à 11.0.0-h3, 11.0.1-h4, 11.0.2-h4, 11.0.3-h10 et 11.0.4-h1 | Palo Alto Networks N/A – PAN-OS 11.1.x versions antérieures à 11.1.0-h3, 11.1.1-h1 et 11.1.2-h3"
CERTFR-2024-ALE-007,Multiples vulnérabilités dans les produits Cisco,2024-07-01,CVE-2024-20353; CVE-2024-20359,Exécution de code arbitraire; Déni de service à distance,"Le 24 avril 2024, Cisco a publié trois avis de sécurité concernant des
vulnérabilités affectant les équipements de sécurité ASA et FTD.

Deux d'entre eux concernent les vulnérabilités CVE202420353 et
CVE202420359 qui sont activement exploitées dans le cadre d'attaques
ciblées.

La vulnérabilité CVE202420359 permet à un utilisateur authentifié avec
des droits administrateur d'exécuter du code arbitraire avec les
privilèges root.

En effet, si l'attaquant parvient à écrire un fichier malveillant sur le
système de fichier du disk0:, cela lui permet d'exécuter son code au
prochain redémarrage de l'équipement. Cisco indique que l'attaquant peut
exploiter la vulnérabilité CVE202420353 pour déclencher son
redémarrage.

Dans son billet de blogue \[1\], Cisco Talos détaille l'historique des
exploitations et indique que les premières infections constatées
remontent à début janvier 2024.

L'éditeur indique ne pas avoir connaissance du vecteur initial
d'infection. Toutefois une fois sur l'équipement, l'attaquant exploite
ces deux vulnérabilités pour mettre en place un implant, nommé Line
Runner par Talos, qui est une porte dérobée persistante.

La présence d'un autre implant, Line Dancer, a été constaté sur des
équipements compromis.

Celuici est présent uniquement en mémoire et permet à l'attaquant :

   de désactiver les journaux d'activité système ;
   de récupérer des élements de configuration ;
   d'effectuer et d'exfiltrer des captures réseaux ;
   d'exécuter des commandes arbitrai",2024-04-25T02:00:00.000000,"Cisco N/A – Cisco Firepower Threat Defense (FTD) sans les derniers correctifs de sécurité, se référerer au bulletin de sécurité de l'éditeur pour les versions vulnérables (cf. section Documentation) | Cisco N/A – Cisco Adaptive Security Appliance (ASA) sans les derniers correctifs de sécurité, se référerer au bulletin de sécurité de l'éditeur pour les versions vulnérables (cf. section Documentation)"
CERTFR-2024-ALE-008,[MàJ] Vulnérabilité dans les produits Check Point ,2024-07-01,CVE-2024-24919,Atteinte à la confidentialité des données,"[Mise à jour du 31 mai 2024]

Des preuves de concept sont désormais disponibles publiquement sur Internet.

De plus, l'éditeur indique avoir détecté des tentatives de compromission à partir du 7 avril 2024.  


[Publication Initiale]

Une vulnérabilité a été découverte dans les produits Check Point. Elle permet à un attaquant de provoquer une atteinte à la confidentialité des données. 

L'éditeur indique avoir connaissance de tentatives d'exploitation depuis le 30 avril 2024.

Le CERTFR a connaissance de l’exploitation de cette vulnérabilité et recommande donc fortement d'appliquer le correctif dans les plus brefs délais.

L'éditeur indique qu'il est nécessaire de changer les mots de passe LDAP et de désactiver les comptes qui utilisent le mot de passe comme seule méthode d'authentification. Par mesure de précaution, le CERTFR recommande de changer l'ensemble des secrets pouvant se trouver sur l'équipement.

 Étapes d'investigation

En cas de suspicion ou de compromission avérée de l'équipement, l'éditeur préconise de rechercher dans les journaux d'authentification [1].",2024-05-30T09:07:27.409727,"Check Point N/A –  Quantum Spark Gateways versions R81.10.x, R80.20.x et R77.20.x sans le dernier correctif de sécurité | Check Point N/A – Quantum Maestro et Quantum Scalable Chassis versions R81.20, R81.10, R80.40, R80.30SP et R80.20SP sans le dernier correctif de sécurité | Check Point N/A – Quantum Security Gateway et CloudGuard Network Security versions R81.20, R81.10, R81 et R80.40 sans le dernier correctif de sécurité"
CERTFR-2024-ALE-009,Vulnérabilité dans OpenSSH,2024-10-07,CVE-2024-6387,Exécution de code arbitraire à distance,"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE20246387.

Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges root.

L'éditeur précise que les versions 8.5p1 à 9.7p1 sont vulnérables, de manière confirmée, sur des systèmes Linux 32 bits avec la glibc et l'ASLR activé. Toutefois, il est précisé que l'exploitation nécessite entre six et huit heures de connexions continues. De plus, il spécule que ces attaques pourraient être optimisées pour être plus rapides, à plus forte raison lorsque l'ASLR est désactivé.

L'éditeur ajoute que l'exploitation sur des systèmes 64 bits ou sans glibc semble possible mais n'a pas été démontrée.

Cette vulnérabilité a été découverte par des chercheurs de Qualys. Dans leur billet de blogue (cf. section Documentation), ceuxci précisent que les versions antérieures à 4.4p1 d'OpenSSh sont également vulnérables. 
De plus, ils conseillent de vérifier la présence de très nombreuses lignes ""Timeout before authentication"" dans les journaux pour détecter de potentielles tentatives d'exploitations.

En date du 1 juillet 2024, certaines distributions Linux ont proposé des correctifs pour des versions vulnérables (cf. section Documentation).

Dans l'attente de la disponibilité de correctifs, Qualys conseille de modifier la valeur de LoginGraceTime à 0 dans le fichier de configuration. Cette mesure de contournement permet d'empêcher une exécution ",2024-07-01T12:56:56.459929,OpenSSH N/A – OpenSSH versions 8.5p1 à 9.7p1 antérieures à 9.8 et 9.8p1
CERTFR-2024-ALE-010,Multiples vulnérabilités dans Roundcube,2024-10-07,CVE-2024-42009; CVE-2024-42008; CVE-2024-42010,Injection de code indirecte à distance (XSS); Atteinte à la confidentialité des données,"Le 4 août 2024, Roundcube a publié des correctifs concernant les vulnérabilités critiques CVE202442008 et CVE202442009 affectant son serveur de courriel.

Ces vulnérabilités permettent des injections de code indirectes à distance (XSS) qui peuvent, par exemple, conduire à la récupération du contenu des courriels de l'utilisateur. De plus, l’attaquant peut également être en mesure d’envoyer des courriels en se faisant passer pour la victime.

La vulnérabilité CVE202442009 peut être exploitée par une simple ouverture du courriel piégé tandis que la vulnérabilité CVE202442008 nécessite que l’utilisateur effectue une action supplémentaire.

Roundcube est un produit en source ouverte et les correctifs sont accessibles publiquement. Le CERTFR anticipe donc la publication à court terme de codes d’exploitation publics.
Des vulnérabilités de ce type ont été activement exploitées sur des serveurs Roundcube Webmail par le passé.",2024-08-09T14:35:34.035200,Roundcube Roundcube Webmail – Roundcube Webmail versions 1.5.x antérieures à 1.5.8 | Roundcube Roundcube Webmail – Roundcube Webmail versions 1.6.x antérieures à 1.6.8
CERTFR-2024-ALE-011,Vulnérabilité dans SonicWall,2024-11-21,CVE-2024-40766,Déni de service à distance; Contournement de la politique de sécurité; Atteinte à la confidentialité des données,"Le 22 août 2024, Sonicwall a publié un correctif concernant la vulnérabilité critique CVE202440766 affectant les parefeux Sonicwall génération 5, 6 et 7.
Cette vulnérabilité, de type contrôle d'accès défaillant, permet à un attaquant de provoquer un déni de service à distance, une atteinte à la confidentialité des données et un contournement de la politique de sécurité.
Le 6 septembre 2024, l'éditeur complète son avis en précisant que la fonctionnalité SSLVPN est également affectée. De plus, Sonicwall indique que la vulnérabilité CVE202440766 est potentiellement activement exploitée dans le cadre d'attaques ciblées.

Le CERTFR recommande fortement de suivre les préconisations de l'éditeur :

 mettre à jour les mots de passe des utilisateurs de SSLVPN qui ont des comptes gérés localement pour renforcer la sécurité et empêcher les accès non autorisés ;
 activer l'authentification à plusieurs facteurs des utilisateurs de SSLVPN.",2024-09-10T12:22:00.000000,"Sonicwall SonicOS – Gen7 Firewalls - TZ270, TZ270W, TZ370, TZ370W, TZ470, TZ470W, TZ570, TZ570W, TZ570P, TZ670, NSa 2700, NSa 3700,NSa 4700, NSa 5700, NSa 6700, NSsp 10700, NSsp 11700, NSsp 13700 versions antérieures  ou égales à 7.0.1-5035 | Sonicwall SonicOS – SOHO (Gen 5) versions antérieures à 5.9.2.14-13o | Sonicwall SonicOS – Gen6 Firewalls - SOHOW, TZ 300, TZ 300W, TZ 400, TZ 400W, TZ 500, TZ 500W, TZ 600, NSA 2650,NSA 3600, NSA 3650, NSA 4600, NSA 4650, NSA 5600, NSA 5650, NSA 6600, NSA 6650, SM 9200, SM 9250, SM 9400, SM 9450, SM 9600, SM 9650, TZ 300P, TZ 600P, SOHO 250, SOHO 250W, TZ 350, TZ 350W versions antérieures à 6.5.2.8-2n pour SM9800, NSsp 12400, NSsp 12800 et versions antérieures à 6.5.4.15.116n pour les autres références"
CERTFR-2024-ALE-012,[MàJ] Vulnérabilités affectant OpenPrinting CUPS,2024-11-21,CVE-2024-47076; CVE-2024-47177; CVE-2024-47176; CVE-2024-47175,Exécution de code arbitraire à distance; Contournement de la politique de sécurité; Atteinte à la confidentialité des données,"[Mise à jour du 10 octobre 2024]

Le 28 septembre 2024, Elastic Security Labs a publié des règles de détection au format propriétaire de l'éditeur (cf. section Documentation), qui sont confirmées par les analyses du CERTFR pour la détection des attaques connues.

[Publication initiale]

De multiples vulnérabilités ont été découvertes dans OpenPrinting CUPS et dans le composant cupsbrowsed. Celuici permet notamment de découvrir automatiquement des imprimantes partagées sur le réseau. 



Au total, quatre vulnérabilités ont été identifiées. Elles permettent : 

 de récupérer des informations sur le système d'information de la victime;
 d'ajouter automatiquement sur le système une nouvelle imprimante, voire de remplacer une imprimante existante;
 d'exécuter du code arbitraire à distance, lorsque l'utilisateur lance une tâche d'impression sur l'imprimante ajoutée précédemment.


 Le CERTFR a connaissance de codes d'exploitation publics mais pas encore de cas d'exploitation active.",2024-09-27T13:20:54.076234,OpenPrinting cups-browsed – OpenPrinting cups-browsed toutes versions | OpenPrinting libcupsfilters – OpenPrinting libcupsfilters toutes versions | OpenPrinting libppd – OpenPrinting libppd toutes versions | OpenPrinting cups-filter – OpenPrinting cups-filter toutes versions
CERTFR-2024-ALE-014,[MàJ] Multiples vulnérabilités dans Fortinet FortiManager,,CVE-2024-50566; CVE-2024-47575,Exécution de code arbitraire à distance,"[Mise à jour du 14 janvier 2025] Publication des correctifs

Le 14 janvier 2025, Fortinet a publié un avis de sécurité relatif à la vulnérabilité CVE202450566 qui correspond à la vulnérabilité de type jourzéro pour laquelle une preuve de concept a été publiée en novembre 2024. Des correctifs de sécurité sont désormais disponibles et doivent être appliqués.

[Mise à jour du 15 novembre 2024] Le CERTFR a connaissance d'une vulnérabilité de type jourzéro non couverte par le correctif FGIR24423.

Le 14 novembre 2024, le CERTFR a pris connaissance d'une preuve de concept publique permettant l'exploitation d'une vulnérabilité de type jourzéro affectant l'ensemble des équipements FortiManager et FortiAnalyzer avec la fonctionnalité FortiManager.


Cette vulnérabilité permet à un attaquant contrôlant un équipement FortiGate enregistré de prendre le contrôle de l'équipement FortiManager associé, même sur les versions les plus à jour. Un attaquant peut donc, depuis un équipement FortiGate compromis, se latéraliser vers un équipement FortiManager puis vers d'autres équipements FortiGate même si ces derniers ne sont pas exposés sur Internet et qu'ils bénéficient des derniers correctifs de sécurité.


[Publication initiale]

Une vulnérabilité a été découverte dans Fortinet FortiManager. Elle permet à un attaquant non authentifié de provoquer une exécution de code arbitraire à distance.

Fortinet indique que la vulnérabilité CVE202447575 est activement exploitée. L'éditeur précise qu'en ex",2024-10-30T13:00:00.000000,"Fortinet FortiManager – FortiManager versions 7.6.x antérieures à 7.6.2 | Fortinet FortiManager – FortiManager versions 7.2.x antérieures à 7.2.9 | Fortinet FortiAnalyzer – FortiAnalyzer modèles 1000E, 1000F, 2000E, 3000E, 3000F, 3000G, 3500E, 3500F, 3500G, 3700F, 3700G, 3900E avec la fonctionnalité FortiManager | Fortinet FortiManager – FortiManager versions 6.4.x antérieures à 6.4.15 | Fortinet FortiManager – FortiManager versions 7.0.x antérieures à 7.0.13 | Fortinet FortiManager – FortiManager Cloud versions 7.4.x antérieures à 7.4.5 | Fortinet FortiManager – FortiManager versions 6.2.x antérieures à 6.2.13 | Fortinet FortiManager – FortiManager Cloud versions 7.2.x antérieures à 7.2.8 | Fortinet FortiManager – FortiManager versions 7.4.x antérieures à 7.4.6 | Fortinet FortiManager – FortiManager Cloud versions 6.4.x à 7.0.x antérieures à 7.0.13"
CERTFR-2024-ALE-015,[MàJ] Multiples vulnérabilités sur l'interface d'administration des équipements Palo Alto Networks,,CVE-2024-9474; CVE-2024-0012,Exécution de code arbitraire à distance,"Le 8 novembre 2024, Palo Alto Networks a publié un avis de sécurité relatif à une vulnérabilité critique dans certains parefeux Palo Alto Networks. Elle permet à un attaquant non authentifié d'exécuter du code arbitraire à distance sur l'interface d'administration des équipements.

L'éditeur indique dans une mise à jour du 14 novembre 2024 avoir connaissance de l'exploitation de cette vulnérabilité sur des parefeux exposant leur interface d'administration sur Internet. 



\[Mise à jour du 19 novembre 2024\] 



Le 18 novembre 2024, l'éditeur a publié un avis de sécurité concernant la vulnérabilité CVE20249474. Celleci permet d'élever ses privilèges et peut être utilisée à la suite de la vulnérabilité publiée le 8 novembre 2024, ayant désormais l'identifiant CVE20240012, afin d'obtenir les droits les plus élevés sur l'équipement.

Une preuve de concept permettant l'exploitation de ces deux vulnérabilités est disponible publiquement.",2024-11-15T10:12:30.738174,Palo Alto Networks PAN-OS – PAN-OS versions 11.1.0 antérieures à 11.1.5-h1 | Palo Alto Networks PAN-OS – PAN-OS versions 11.0.0 antérieures à 11.0.6-h1 | Palo Alto Networks PAN-OS – PAN-OS versions 10.2.0 antérieures à 10.2.12-h2 | Palo Alto Networks PAN-OS – PAN-OS versions 11.2.0 antérieures à 11.2.4-h1
CERTFR-2025-ALE-001,[MàJ] Vulnérabilité dans les produits Ivanti,,CVE-2025-0282,Exécution de code arbitraire à distance,"Une vulnérabilité jourzéro de type débordement de pile a été découverte dans Ivanti Connect Secure (ICS), Policy Secure (IPS), Neurons for Zero Trust Access (ZTA) gateways. Cette vulnérabilité, d'identifiant CVE20250282, permet à un attaquant non authentifié de provoquer une exécution de code arbitraire à distance.

Ivanti indique que cette vulnérabilité est activement exploitée.",2025-01-09T08:36:57.656239,Ivanti Neurons for Zero Trust Access (ZTA) gateways – Neurons for ZTA gateways versions 22.7R2.x antérieures à 22.7R2.5. | Ivanti Policy Secure (IPS) – Policy Secure (IPS) toutes versions 22.7R1.x | Ivanti Connect Secure (ICS) – Connect Secure (ICS) versions 22.7R2.x antérieures à 22.7R2.5
CERTFR-2025-ALE-002,[MàJ] Vulnérabilité dans les produits Fortinet,2025-05-07,CVE-2024-55591,Exécution de code arbitraire à distance; Contournement de la politique de sécurité,"\[Mise à jour du 28 janvier 2025\]

Une preuve de concept permettant l'exploitation de cette vulnérabilité est disponible publiquement. 

Le 14 janvier 2025, Fortinet a publié un avis de sécurité concernant la vulnérabilité critique CVE202455591 affectant FortiOS et FortiProxy. Elle permet à un attaquant distant non authentifié de contourner le mécanisme d'authentification de l'interface d'administration d'un équipement FortiOS ou FortiProxy et d'obtenir des privilèges superadministrateur via l'envoi de requêtes forgées au module websocket Node.js.

Le CERTFR rappelle que l'exposition d'une interface d'administration sur Internet est contraire aux bonnes pratiques.
Le CERTFR recommande donc fortement d'appliquer le correctif dans les plus brefs délais.
Fortinet indique que cette vulnérabilité est activement exploitée.",2025-05-07T00:00:00.000000,Fortinet FortiOS – FortiOS versions 7.0.x antérieures à 7.0.17 | Fortinet FortiProxy – FortiProxy versions 7.0.x antérieures à 7.0.20 | Fortinet FortiProxy – FortiProxy versions 7.2.x antérieures à 7.2.13
CERTFR-2025-ALE-003,[MàJ] Vulnérabilité dans les produits Ivanti,,CVE-2025-22457,Exécution de code arbitraire à distance,"\[Mise à jour du 11 avril 2025\] 

Le CERTFR a connaissance d'une preuve de concept publique permettant de provoquer une exécution de code arbitraire à distance.

[Mise à jour du 04 avril 2025] 

Le CERTFR a connaissance d'une preuve de concept publique permettant de provoquer un arrêt du serveur Web.

[Publication initiale]

Une vulnérabilité critique de type débordement de pile a été découverte dans Pulse Connect Secure, Ivanti Connect Secure (ICS), Policy Secure (IPS) et Zero Trust Access (ZTA) Gateways. Cette vulnérabilité, d'identifiant CVE202522457, permet à un attaquant non authentifié de provoquer une exécution de code arbitraire à distance.

Ivanti indique que cette vulnérabilité est activement exploitée [1].

La mise à jour corrective pour les ICS est disponible depuis le 11 février 2025. Dans son rapport [2], Mandiant indique avoir constaté des traces d'exploitation depuis la mimars 2025. Il peut cependant être utile d'effectuer une recherche de compromission même si les correctifs ont été préalablement installés.

À titre de précision, la vulnérabilité CVE202522457 est distincte de la vulnérabilité CVE20250282, qui affecte sensiblement les mêmes produits, et qui a fait l'objet de l'alerte [CERTFR2025ALE001](https://www.cert.ssi.gouv.fr/alerte/CERTFR2025ALE001/).",2025-04-04T00:00:00.000000,Ivanti Pulse Connect Secure – Pulse Connect Secure versions antérieures à 22.7R2.6 | Ivanti Zero Trust Access gateways – Zero Trust Access Gateways versions antérieures à 22.8R2.2 | Ivanti Policy Secure (IPS) – Ivanti Policy Secure (IPS) versions antérieures à 22.7R1.4 | Ivanti Connect Secure (ICS) – Ivanti Connect Secure (ICS) versions antérieures à 22.7R2.6
CERTFR-2025-ALE-004,Activités de post-exploitation dans Fortinet FortiGate,,Aucune,Atteinte à la confidentialité des données,"Fortinet a publié le 10 avril 2025 un billet de blogue [1] indiquant l'utilisation d'une technique de postexploitation qui permet une atteinte à la confidentialité des données de l'ensemble du système des équipements Fortigate affectés.
Cette technique repose sur l'utilisation d'un lien symbolique déposé sur le système à la suite d'une compromission de l'équipement par exploitation, entre autres, des vulnérabilités CVE202242475 [2], CVE202327997 [3] ou CVE202421762 [4]. 

Le CERTFR a connaissance d'une campagne massive, avec de nombreux équipements compromis en France. Lors d'opérations de réponse à incident, le CERTFR a pris connaissance de compromissions ayant eu lieu dès le début de l'année 2023.",2025-04-11T00:00:00.000000,Fortinet FortiOS – FortiOS versions 7.0.x antérieures à 7.0.17 | Fortinet FortiOS – FortiOS versions 7.4.x antérieures à 7.4.7 | Fortinet FortiOS – FortiOS versions 7.6.x antérieures à 7.6.2 | Fortinet FortiOS – FortiOS versions 7.2.x antérieures à 7.2.11 | Fortinet FortiOS – FortiOS versions antérieures à 6.4.16
CERTFR-2025-ALE-005,Vulnérabilité dans SAP NetWeaver,,CVE-2025-31324,Exécution de code arbitraire à distance; Contournement de la politique de sécurité,"Le 24 avril 2025, SAP a publié un bulletin de sécurité relatif à la vulnérabilité CVE202531324 qui permet l'exécution de code arbitraire à distance pour un utilisateur non authentifié. Cette vulnérabilité est provoquée par un contournement de la politique de sécurité qui permet de télécharger des fichiers arbitraires et potentiellement exécutables sur le serveur. Elle impacte le composant Visual Composer development server, non installé par défaut mais fréquemment utilisé.

Le CERTFR a connaissance de plusieurs compromissions liées à cette vulnérabilité. 


L'accès aux détails complets concernant cette vulnérabilité ([1] [2]) nécessite un compte utilisateur pour le support SAP. Le bulletin de sécurité du 8 avril 2025 a été mis à jour pour indiquer cette nouvelle vulnérabilité sans faire mention de son exploitation active.",2025-04-28T00:00:00.000000,SAP NetWeaver – NetWeaver (Visual Composer development server) versions VCFRAMEWORK 7.50 sans le dernier correctif de sécurité
