cve,description,cvss_score,cwe,cwe_description,epss_score,affected
CVE-2021-33739,Microsoft DWM Core Library Elevation of Privilege Vulnerability,8.4,Non disponible,Elevation of Privilege,0.128970000,Microsoft | Windows 10 Version 1909 | 10.0.0 || Microsoft | Windows 10 Version 21H1 | 10.0.0 || Microsoft | Windows 10 Version 2004 | 10.0.0 || Microsoft | Windows Server version 2004 | 10.0.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows Server version 20H2 | 10.0.0
CVE-2021-31199,Microsoft Enhanced Cryptographic Provider Elevation of Privilege Vulnerability,5.2,Non disponible,Elevation of Privilege,0.004620000,"Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.0 || Microsoft | Windows 10 Version 1909 | 10.0.0 || Microsoft | Windows 10 Version 21H1 | 10.0.0 || Microsoft | Windows 10 Version 2004 | 10.0.0 || Microsoft | Windows Server version 2004 | 10.0.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows Server version 20H2 | 10.0.0 || Microsoft | Windows 10 Version 1507 | 10.0.0 || Microsoft | Windows 10 Version 1607 | 10.0.0 || Microsoft | Windows Server 2016 | 10.0.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0, 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.0.0 || Microsoft | Windows Server 2012 | 6.2.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.0 || Microsoft | Windows Server 2012 R2 | 6.3.0, 6.3.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.0, 6.3.0"
CVE-2021-31956,Windows NTFS Elevation of Privilege Vulnerability,7.8,Non disponible,Elevation of Privilege,0.855510000,"Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.0 || Microsoft | Windows 10 Version 1909 | 10.0.0 || Microsoft | Windows 10 Version 21H1 | 10.0.0 || Microsoft | Windows 10 Version 2004 | 10.0.0 || Microsoft | Windows Server version 2004 | 10.0.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows Server version 20H2 | 10.0.0 || Microsoft | Windows 10 Version 1507 | 10.0.0 || Microsoft | Windows 10 Version 1607 | 10.0.0 || Microsoft | Windows Server 2016 | 10.0.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0, 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.0.0 || Microsoft | Windows Server 2012 | 6.2.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.0 || Microsoft | Windows Server 2012 R2 | 6.3.0, 6.3.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.0, 6.3.0"
CVE-2021-33742,Windows MSHTML Platform Remote Code Execution Vulnerability,7.5,Non disponible,Remote Code Execution,0.572480000,"Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.0 || Microsoft | Windows 10 Version 1909 | 10.0.0 || Microsoft | Windows 10 Version 21H1 | 10.0.0 || Microsoft | Windows 10 Version 2004 | 10.0.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 10 Version 1507 | 10.0.0 || Microsoft | Windows 10 Version 1607 | 10.0.0 || Microsoft | Windows Server 2016 | 10.0.0 || Microsoft | Windows 7 | 6.1.0, 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0, 6.1.0 || Microsoft | Windows 8.1 | 6.3.0, 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.0, 6.0.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.0, 6.0.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.0, 6.1.0 || Microsoft | Windows Server 2012 | 6.2.0, 6.2.0 || Microsoft | Windows Server 2012 R2 | 6.3.0, 6.3.0"
CVE-2021-1675,Windows Print Spooler Remote Code Execution Vulnerability,7.8,Non disponible,Elevation of Privilege,0.943490000,"Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.0 || Microsoft | Windows 10 Version 1909 | 10.0.0 || Microsoft | Windows 10 Version 21H1 | 10.0.0 || Microsoft | Windows 10 Version 2004 | 10.0.0 || Microsoft | Windows Server version 2004 | 10.0.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows Server version 20H2 | 10.0.0 || Microsoft | Windows 10 Version 1507 | 10.0.0 || Microsoft | Windows 10 Version 1607 | 10.0.0 || Microsoft | Windows Server 2016 | 10.0.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0, 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.0.0 || Microsoft | Windows Server 2012 | 6.2.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.0 || Microsoft | Windows Server 2012 R2 | 6.3.0, 6.3.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.0, 6.3.0"
CVE-2021-34481,"<p>A remote code execution vulnerability exists when the Windows Print Spooler service improperly performs privileged file operations. An attacker who successfully exploited this vulnerability could run arbitrary code with SYSTEM privileges. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.</p>
<p><strong>UPDATE</strong> August 10, 2021: Microsoft has completed the investigation and has released security updates to address this vulnerability. Please see the Security Updates table for the applicable update for your system. We recommend that you install these updates immediately. This security update changes the Point and Print default behavior; please see <a href=""https://support.microsoft.com/help/5005652"">KB5005652</a>.</p>
",8.8,Non disponible,Remote Code Execution,0.303780000,Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.0 || Microsoft | Windows 10 Version 1909 | 10.0.0 || Microsoft | Windows 10 Version 21H1 | 10.0.0 || Microsoft | Windows 10 Version 2004 | 10.0.0 || Microsoft | Windows Server version 2004 | 10.0.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows Server version 20H2 | 10.0.0 || Microsoft | Windows 10 Version 1507 | 10.0.0 || Microsoft | Windows 10 Version 1607 | 10.0.0 || Microsoft | Windows Server 2016 | 10.0.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.0.0 || Microsoft | Windows Server 2012 | 6.2.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.0 || Microsoft | Windows Server 2012 R2 | 6.3.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.0
CVE-2021-36958,"<p>A remote code execution vulnerability exists when the Windows Print Spooler service improperly performs privileged file operations. An attacker who successfully exploited this vulnerability could run arbitrary code with SYSTEM privileges. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.</p>
",7.8,Non disponible,Remote Code Execution,0.030940000,Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.0 || Microsoft | Windows 10 Version 1909 | 10.0.0 || Microsoft | Windows 10 Version 21H1 | 10.0.0 || Microsoft | Windows 10 Version 2004 | 10.0.0 || Microsoft | Windows Server version 2004 | 10.0.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows Server version 20H2 | 10.0.0 || Microsoft | Windows 10 Version 1507 | 10.0.0 || Microsoft | Windows 10 Version 1607 | 10.0.0 || Microsoft | Windows Server 2016 | 10.0.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.0.0 || Microsoft | Windows Server 2012 | 6.2.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.0 || Microsoft | Windows Server 2012 R2 | 6.3.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.0
CVE-2021-34527,"<p>A remote code execution vulnerability exists when the Windows Print Spooler service improperly performs privileged file operations. An attacker who successfully exploited this vulnerability could run arbitrary code with SYSTEM privileges. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.</p>
<p>UPDATE July 7, 2021: The security update for Windows Server 2012, Windows Server 2016 and Windows 10, Version 1607 have been released. Please see the Security Updates table for the applicable update for your system. We recommend that you install these updates immediately. If you are unable to install these updates, see the FAQ and Workaround sections in this CVE for information on how to help protect your system from this vulnerability.</p>
<p>In addition to installing the updates, in order to secure your system, you must confirm that the following registry settings are set to 0 (zero) or are not defined (<strong>Note</strong>: These registry keys do not exist by default, and therefore are already at the secure setting.), also that your Group Policy setting are correct (see FAQ):</p>
<ul>
<li>HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PointAndPrint</li>
<li>NoWarningNoElevationOnInstall = 0 (DWORD) or not defined (default setting)</li>
<li>UpdatePromptSettings = 0 (DWORD) or not defined (default setting)</li>
</ul>
<p><strong>Having NoWarningNoElevationOnInstall set to 1 makes your system vulnerable by design.</strong></p>
<p>UPDATE July 6, 2021: Microsoft has completed the investigation and has released security updates to address this vulnerability. Please see the Security Updates table for the applicable update for your system. We recommend that you install these updates immediately. If you are unable to install these updates, see the FAQ and Workaround sections in this CVE for information on how to help protect your system from this vulnerability. See also <a href=""https://support.microsoft.com/topic/31b91c02-05bc-4ada-a7ea-183b129578a7"">KB5005010: Restricting installation of new printer drivers after applying the July 6, 2021 updates</a>.</p>
<p>Note that the security updates released on and after July 6, 2021 contain protections for CVE-2021-1675 and the additional remote code execution exploit in the Windows Print Spooler service known as “PrintNightmare”, documented in CVE-2021-34527.</p>
",8.8,Non disponible,Remote Code Execution,0.942650000,Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.0 || Microsoft | Windows Server 2022 | 10.0.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows Server version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.0 || Microsoft | Windows 11 version 22H2 | 10.0.0 || Microsoft | Windows 10 Version 22H2 | 10.0.0 || Microsoft | Windows 10 Version 1507 | 10.0.0 || Microsoft | Windows 10 Version 1607 | 10.0.0 || Microsoft | Windows Server 2016 | 10.0.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.0.0 || Microsoft | Windows Server 2012 | 6.2.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.0 || Microsoft | Windows Server 2012 R2 | 6.3.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.0
CVE-2021-35211,"Microsoft discovered a remote code execution (RCE) vulnerability in the SolarWinds Serv-U product utilizing a Remote Memory Escape Vulnerability. If exploited, a threat actor may be able to gain privileged access to the machine hosting Serv-U Only. SolarWinds Serv-U Managed File Transfer and Serv-U Secure FTP for Windows before 15.2.3 HF2 are affected by this vulnerability.",9,Non disponible,Memory Escape Vulnerability in Solarwinds Serv-U,0.941390000,SolarWinds | Serv-U Managed File Transfer Server and Serv-U Secured FTP | SolarWinds Serv-U
CVE-2021-31207,Microsoft Exchange Server Security Feature Bypass Vulnerability,6.6,Non disponible,Defense in Depth,0.939670000,Microsoft | Microsoft Exchange Server 2013 Cumulative Update 23 | 15.00.0 || Microsoft | Microsoft Exchange Server 2019 Cumulative Update 9 | 15.02.0 || Microsoft | Microsoft Exchange Server 2016 Cumulative Update 20 | 15.01.0 || Microsoft | Microsoft Exchange Server 2016 Cumulative Update 19 | 15.01.0 || Microsoft | Microsoft Exchange Server 2019 Cumulative Update 8 | 15.02.0
CVE-2021-34473,Microsoft Exchange Server Remote Code Execution Vulnerability,9.1,Non disponible,Remote Code Execution,0.943020000,Microsoft | Microsoft Exchange Server 2013 Cumulative Update 23 | 15.00.0 || Microsoft | Microsoft Exchange Server 2019 Cumulative Update 9 | 15.02.0 || Microsoft | Microsoft Exchange Server 2016 Cumulative Update 20 | 15.01.0 || Microsoft | Microsoft Exchange Server 2016 Cumulative Update 19 | 15.01.0 || Microsoft | Microsoft Exchange Server 2019 Cumulative Update 8 | 15.02.0
CVE-2021-34523,Microsoft Exchange Server Elevation of Privilege Vulnerability,9,Non disponible,Elevation of Privilege,0.941490000,Microsoft | Microsoft Exchange Server 2013 Cumulative Update 23 | 15.00.0 || Microsoft | Microsoft Exchange Server 2019 Cumulative Update 9 | 15.02.0 || Microsoft | Microsoft Exchange Server 2016 Cumulative Update 20 | 15.01.0 || Microsoft | Microsoft Exchange Server 2016 Cumulative Update 19 | 15.01.0 || Microsoft | Microsoft Exchange Server 2019 Cumulative Update 8 | 15.02.0
CVE-2021-26084,"In affected versions of Confluence Server and Data Center, an OGNL injection vulnerability exists that would allow an unauthenticated attacker to execute arbitrary code on a Confluence Server or Data Center instance. The affected versions are before version 6.13.23, from version 6.14.0 before 7.4.11, from version 7.5.0 before 7.11.6, and from version 7.12.0 before 7.12.5.",,Non disponible,Remote Code Execution,0.944690000,"Atlassian | Confluence Server | unspecified, 6.14.0, unspecified, 7.5.0, unspecified, 7.12.0, unspecified || Atlassian | Confluence Data Center | unspecified, 6.14.0, unspecified, 7.5.0, unspecified, 7.12.0, unspecified"
